rownum,month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,X11,X12
856,9,NA,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
857,10,7.083333333,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
858,11,6.25,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
859,12,NA,epifaunal_density,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,NA,MO,NA,NA
860,1,3.5,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
861,2,NA,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
862,3,NA,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
863,4,NA,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
864,5,1,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
865,6,1,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
866,7,1,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
867,8,1,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
868,9,10,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
869,10,3,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
870,11,4,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
871,12,6,epiphyte biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,epiphytes,NA,EA,NA,NA
872,1,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
873,1,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
874,2,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
875,2,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
876,3,8,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
877,3,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
878,4,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
879,4,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
880,5,10,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
881,5,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
882,6,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
883,6,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
884,7,4,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
885,7,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
886,8,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
887,8,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
888,9,8,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
889,9,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
890,10,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
891,10,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
892,11,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
893,11,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
894,12,2,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,epiphytes,NA,MO,NA,NA
895,12,NA,epiphyte biomass,BodegaHarbor,Best and Stachowicz,2014,NA,grazer,NA,MO,NA,NA
896,1,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
897,2,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
898,3,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
899,4,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
900,5,1,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
901,6,1,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
902,7,1,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
903,8,10,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
904,9,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
905,10,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
906,11,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
907,12,NA,epiphyte biomass,Crescent Beach BC,Huang et al 2015,2012,NA,epiphytes,NA,MO,NA,NA
908,1,NA,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
909,2,NA,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
910,3,1,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
911,4,1,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
912,5,1,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
913,6,4,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
914,7,4,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
915,8,4,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
916,9,10,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
917,10,10,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
918,11,4,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
919,12,1,epiphyte biomass,Goodwin Islands,Douglass et al,2004,2006,epiphytes,NA,MO,NA,NA
920,1,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
921,2,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
922,3,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
923,4,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
924,5,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
925,6,7,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
926,7,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
927,8,10,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
928,9,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
929,10,7,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
930,11,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
931,12,NA,epiphyte biomass,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
932,1,2,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
933,2,NA,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
934,3,4,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
935,4,NA,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
936,5,5,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
937,6,5,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
938,7,NA,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
939,8,8,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
940,9,10,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
941,10,8,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
942,11,NA,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
943,12,2,epiphyte biomass,San Juan Islands,Nelson et al,1990,1991,epiphytes,NA,MO,NA,NA
944,1,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
945,2,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
946,3,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
947,4,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
948,5,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
949,6,4.90797546,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
950,7,10,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
951,8,9.63190184,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
952,9,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
953,10,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
954,11,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
955,12,NA,epiphyte biomass,Tsawwassen,Sarah Amundrud,2012,NA,epiphytes,NA,MO,NA,NA
956,1,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
957,1,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
958,2,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
959,2,1.034482759,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
960,3,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
961,3,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
962,4,10,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
963,4,0.221674877,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
964,5,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
965,5,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
966,6,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
967,6,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
968,7,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
969,7,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
970,8,9.508196721,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
971,8,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
972,9,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
973,9,10,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
974,10,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
975,10,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
976,11,0.786885246,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
977,11,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
978,12,NA,epiphytes,Porthdinllaen,unsworth unpub,2015,NA,epiphytes,NA,MO,NA,NA
979,12,NA,epiphytes,Porthdinllaen,unsworth unpub,2016,NA,epiphytes,NA,MO,NA,NA
980,1,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
981,1,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
982,2,5,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
983,2,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
984,3,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
985,3,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
986,4,1,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
987,4,1.5,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
988,5,3,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
989,5,2,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
990,6,6,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
991,6,4,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
992,7,5,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
993,7,6,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
994,8,7,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
995,8,8,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
996,9,8,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
997,9,7,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
998,10,10,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
999,10,8.5,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
1000,11,8,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
1001,11,10,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
1002,12,5,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
1003,12,10,fish density,"Beaufort, NC",Adams,1971,1972,predator,2 of 2 sites,EA,NA,NA
1004,1,NA,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1005,2,NA,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1006,3,1,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1007,4,2,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1008,5,3,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1009,6,10,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1010,7,6,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1011,8,2,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1012,9,2,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1013,10,1,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1014,11,NA,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1015,12,NA,fish density,Goodwin Islands,Douglass et al,2004,2006,predator,pipefish most abundant predator,MO,NA,NA
1016,1,11.18064516,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1017,2,9.282580645,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1018,3,NA,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1019,4,4.63483871,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1020,5,1.454193548,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1021,6,3.785806452,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1022,7,3.696774194,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1023,8,10,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1024,9,NA,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1025,10,6.943225806,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1026,11,4.625806452,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1027,12,NA,gastropods,"Otsuchi Bay, Japan",Nakaoka et al 2001,1995,1996,grazer,two most abundant gastropod herbivores,MO,NA,NA
1028,1,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1029,2,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1030,3,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1031,4,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1032,5,10,grastropod density,Tsawwassen,ZEN,2012,NA,grazer,check that ZEN sampling unit was same as sarah's. I think it was.,MO,NA,NA
1033,6,2.813504823,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1034,7,1.988745981,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1035,8,1.58681672,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1036,9,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1037,10,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1038,11,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1039,12,NA,grastropod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1040,1,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1041,2,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1042,3,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1043,4,1,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1044,5,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1045,6,2,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1046,7,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1047,8,8,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1048,9,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1049,10,10,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1050,11,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1051,12,NA,grazer abundance,San Francisco Bay - KB,Carr et al 2010,2007,NA,grazer,NA,MO,NA,NA
1052,1,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2012,NA,predator,total heron foraging intensity,MO,NA,NA
1053,2,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1054,3,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1055,4,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1056,5,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1057,6,1,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1058,7,6,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1059,8,10,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1060,9,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1061,10,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1062,11,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1063,12,NA,heron foraging,Crescent Beach BC,Huang et al 2015,2011,NA,predator,total heron foraging intensity,MO,NA,NA
1064,1,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1065,1,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1066,2,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1067,2,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1068,3,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1069,3,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1070,4,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1071,4,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1072,5,10,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1073,5,10,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1074,6,8,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1075,6,8,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1076,7,5,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1077,7,5,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1078,8,4,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1079,8,4,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1080,9,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1081,9,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1082,10,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1083,10,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1084,11,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1085,11,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1086,12,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1087,12,NA,invert loss to fish,Crescent Beach BC,Huang et al 2015,2012,NA,predation intensity,prey lost to fish predators,MO,NA,NA
1088,1,NA,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
